fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,17,MADHYA PRADESH,1720,DEWAS,2200130,240.173692235167,41,250,2095.862285,3689,0,8852,1470077,221423,37402,295241,44395,914.74551,6541.34600494498,35449,48766,100054,200893,392,162478,327820,12541,3530.73820959998,464028,59,32.95,41.4,99.62,NA
2024-2025,Dec,17,MADHYA PRADESH,1722,DHAR,4143603,237.93253625643,39,1172,9382.904222,9784,0,22442,4079828,367092,46611,2699457,311257,1486.65903,20576.801487078,104302,163722,220957,458662,1515,305519,632691,32226,9707.23823529998,1591638,63,18.98,64.56,99.65,NA
2024-2025,Dec,17,MADHYA PRADESH,1724,KHARGONE,4438431,244.470115902172,41,629,7431.66509610197,5929,0,16536,3775943,282894,40763,2182793,183621,1230.48759,17893.2049146019,90241,138201,186100,369767,2297,283048,562097,22465,9231.05222849996,1509217,65,22.84,65.67,99.87,NA
2024-2025,Dec,17,MADHYA PRADESH,1727,VIDISHA,2284684,242.919003436649,38,170,2059.592378,8455,0,15570,1690309,217929,30841,259227,12774,1113.90148,7279.57563614699,44330,54246,124664,186433,93,212076,308212,24025,4106.08177779999,555313,68,29.18,31.1,99.87,NA
2024-2025,Dec,17,MADHYA PRADESH,1728,BHOPAL,1257750,245.244481345289,46,127,2317.754485,1879,0,5212,963242,126388,11061,28880,3425,428.82231,5108.874642,20552,26808,42155,68659,58,67515,110595,7091,2362.29784699999,346484,60,22.55,31.15,99.92,NA
2024-2025,Dec,17,MADHYA PRADESH,1731,BETUL,3327622,234.571727640197,29,1812,2088.975601,5933,1,12297,2200053,272852,55810,1114979,205997,1067.01955,8316.69748246198,74644,111017,164745,389011,424,212993,483405,18230,5160.70233109998,1117882,56,21.34,63.02,99.92,NA
2024-2025,Dec,17,MADHYA PRADESH,1736,CHHINDWARA,7078259,227.817063373317,37,3429,8147.974059,12949,1,21634,5106897,737706,89565,2797333,275099,1496.64785,21279.004684184,134558,201093,233069,545740,1581,281449,646307,34583,11634.38277,2698508,72,23.53,47.63,100.02,NA
2024-2025,Dec,17,MADHYA PRADESH,1737,SEONI,6016621,208.747717059665,35,2653,4739.038629,6808,0,15288,4296192,500197,57975,2055262,216107,1231.45578,14938.697129912,119372,196170,195524,466359,853,221879,523821,22096,8968.20272049996,2404349,64,43.96,36.41,99.9,NA
2024-2025,Dec,17,MADHYA PRADESH,1742,BARWANI,2440528,215.552461077354,29,470,1839.690655,9040,0,11824,1536766,140764,34842,1175956,235650,788.99956,5941.22714928902,52232,88187,135555,312610,383,205358,456081,20864,3312.53693400002,655779,76,25.38,54.32,99.47,NA
2024-2025,Dec,17,MADHYA PRADESH,1746,ANUPPUR,4415186,204.418076098555,36,1583,3203.02640089399,7773,0,8034,2482570,238043,25013,1485819,144908,560.34603,8838.1942626939,68582,101576,128755,260423,782,155780,308271,15807,5074.82183179991,1235078,77,45.52,28.06,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1747,BURHANPUR,1172571,240.440786070356,34,467,967.5881138,1930,0,4095,927576,169406,26707,402250,52682,284.74844,3482.60757961997,27155,45898,54010,137325,380,87947,211590,6025,2230.27102579997,454956,59,16.73,65.25,99.87,NA
2024-2025,Dec,17,MADHYA PRADESH,1702,BHIND,2797555,223.750966995283,16,38,54.17966562,1703,56,7006,316682,46304,20279,2165,204,562.69843,1325.457133,19495,21018,80157,109256,0,160602,264834,8709,708.579037300001,126417,35,16.43,37.29,99.71,NA
2024-2025,Dec,17,MADHYA PRADESH,1708,CHHATARPUR,3709426,237.876929063272,45,412,4722.435863,7578,1,13786,2633812,386375,52406,135614,15320,1212.03421,12199.701176307,58509,81286,141486,271374,294,217372,406537,21364,6265.23110289996,841457,62,38.79,45.42,99.94,NA
2024-2025,Dec,17,MADHYA PRADESH,1712,SATNA,3049785,205.188604261484,40,340,1962.155602,4856,0,13090,2270805,395878,48114,427015,51399,1239.54526,7861.13394710799,56569,80417,137878,252423,217,204422,376135,17946,4659.43308499999,921789,53,19.99,46.81,99.89,NA
2024-2025,Dec,17,MADHYA PRADESH,1719,SHAJAPUR,1230350,228.349908849929,40,182,1484.426046,2873,3,6761,909928,172403,21830,76863,11761,652.04556,4214.29136508698,22326,31510,60152,105294,44,105004,179139,9634,2077.81975859998,324007,60,48.41,28.49,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1720,DEWAS,2200130,240.418032417562,41,255,2102.739259,3760,0,9349,1520287,232321,37638,309486,45120,948.53842,6706.32177164498,36376,50046,100505,202359,411,163190,330483,13109,3655.04409249998,480515,61,32.74,40.73,99.63,NA
2024-2025,Dec,17,MADHYA PRADESH,1721,JHABUA,3211953,228.79596180286,33,1229,4587.938751,7251,0,13595,2475892,94133,16243,2222851,313892,735.63325,10988.3129151711,73817,129012,163405,351362,379,209777,439309,20846,5664.74091460006,1112555,73,20.25,63.47,99.72,NA
2024-2025,Dec,17,MADHYA PRADESH,1722,DHAR,4143603,237.949862253824,39,1222,9394.625195,9956,0,23415,4317579,387401,46764,2867271,311942,1506.40357,21174.702047778,108473,170377,221395,459792,1692,305782,633456,33371,10273.67328,1681548,64,18.78,64.26,99.69,NA
2024-2025,Dec,17,MADHYA PRADESH,1742,BARWANI,2440528,216.168005103243,30,478,1856.637672,9146,0,12261,1593105,146258,34871,1218265,235912,791.44442,6091.86539000902,53066,89618,135697,312993,446,205434,456287,21407,3443.78329770002,679612,76,25.08,53.35,99.53,NA
2024-2025,Dec,17,MADHYA PRADESH,1749,ALIRAJPUR,2913927,231.904160613947,45,1719,5401.465447,7558,0,9557,2972494,416410,37803,2392413,198272,545.1466,12839.9493069399,65226,105842,107209,248242,2025,136341,304857,17115,6893.33725999993,1041675,72,21.26,68.37,99.84,NA
2024-2025,Dec,17,MADHYA PRADESH,1752,NIWARI,1078289,245.618670698256,43,118,1798.058451,2682,0,3931,756856,83968,7650,66816,7498,279.0269,3936.06499773999,17451,24932,37362,63472,11,46410,78188,6613,1858.97964629999,294137,63,36.38,55.03,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1708,CHHATARPUR,3990155,238.263862894014,46,422,4723.714693,7885,1,14323,2800082,420505,52732,146501,15439,1212.03421,12607.332440807,60062,83530,142216,272614,348,218076,407577,22208,6671.58353739995,892081,63,38.41,44.44,99.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1712,SATNA,3280593,205.436343362264,41,347,1978.768624,5017,0,13384,2405308,422046,48219,453284,51586,1248.68626,8168.831686,58223,82945,138283,253192,240,205243,378044,18401,4941.376802,974153,54,19.66,45.63,99.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1714,SHAHDOL,3163465,215.841770313909,36,1524,3948.842789,8859,1,15230,2404325,303145,37554,1485151,137364,765.26312,9903.6435533539,65504,100781,128453,251947,647,155722,291727,24089,5189.5376440999,1216877,79,19.25,42.04,99.79,NA
2024-2025,Jan,17,MADHYA PRADESH,1717,RATLAM,2713891,232.145687208788,41,310,3018.493168,4876,0,11878,1906684,418707,62656,606347,72056,917.67237,8362.45021305001,46118,71527,108805,235569,579,185533,383599,16754,4426.28467470001,750311,73,33.51,46.28,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1722,DHAR,4457190,237.174581801204,41,1282,9401.56776,10460,0,24427,4658825,421771,47029,3105302,313259,1511.25165,21962.3681210779,113208,178207,222252,461871,1885,306550,635226,34887,11049.5487105999,1811716,65,18.23,63.42,99.67,NA
2024-2025,Jan,17,MADHYA PRADESH,1724,KHARGONE,4774330,244.578967839695,43,666,7447.23530764797,6160,0,19473,4160284,330024,41341,2364422,185232,1263.83653,18886.2515040479,95383,146131,187886,373358,2652,284419,564887,25633,10175.17967,1659088,69,22.69,64.19,99.94,NA
2024-2025,Jan,17,MADHYA PRADESH,1726,RAJGARH,6000990,246.962237214356,39,845,6315.682561,14463,1,15207,3331080,425330,57480,83879,10695,1188.56805,15730.760302403,85392,135206,193785,370435,205,273695,508303,29670,8226.50969139998,1339543,72,37.69,42.33,99.85,NA
2024-2025,Jan,17,MADHYA PRADESH,1731,BETUL,3579456,235.305229096341,32,2150,2425.376506,6254,1,13123,2756264,348125,56343,1422379,208353,1101.75918,10012.76901,85439,129352,166054,393021,611,213513,485782,19377,6485.63331969999,1430241,57,25.48,59.3,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1733,JABALPUR,2222263,227.251005687506,35,546,1599.137431,3573,0,13053,1749450,346984,40230,621772,67245,1013.7018,6588.48194987907,48850,71430,101703,199808,130,148740,287943,16626,3975.64271900007,790566,59,22.9,51.39,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1735,MANDLA,8081157,218.358166776513,33,3368,5392.943485,15297,0,16810,5072393,308328,32785,3151255,268370,1006.38755,17475.3154013712,150184,230935,216410,460802,1402,241767,511907,32107,11075.9843665002,2823272,76,40.06,39.52,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1743,HARDA ,620772,237.419179164518,34,130,448.965511,2127,0,3823,609038,156241,19096,237864,31008,429.7153,2324.653831,17424,28063,32212,73887,158,49718,111252,5950,1445.97302,265434,53,30.13,15.31,99.88,NA
2024-2025,Jan,17,MADHYA PRADESH,1744,KATNI ,3970417,201.223127938364,35,524,2419.605554,5853,0,6259,2858947,450720,48168,899115,86145,785.63964,8958.10777310602,81014,116197,142949,302816,308,169327,359621,12112,5752.86257950002,1640300,50,14.78,59,99.98,NA
2024-2025,Jan,17,MADHYA PRADESH,1749,ALIRAJPUR,3134453,231.846964781245,46,1755,5420.650881,7904,0,9711,3095510,431607,37896,2493249,198949,553.74464,13151.2415004399,66627,108254,107592,249045,2167,137091,306106,17615,7176.84597949992,1084718,72,20.9,68.7,99.85,NA
2024-2025,Jan,17,MADHYA PRADESH,1751,AGAR-MALWA,1688918,242.07653944313,45,272,2043.290556,3770,0,7977,1234258,271972,32833,33289,4224,450.11194,5481.25155031199,27238,40798,59442,126226,180,105310,212374,11747,2987.84905419999,476866,71,47.84,38.16,99.91,NA
2024-2025,Jan,17,MADHYA PRADESH,1752,NIWARI,1159894,244.891678578596,44,121,1876.861612,2816,0,3928,796960,88844,7693,70241,7514,279.0269,4107.57723408198,17855,25512,37510,63661,12,46577,78381,6744,1951.68872159998,308462,64,35.73,55.46,99.93,NA
2024-2025,Sep,17,MADHYA PRADESH,1701,MORENA,6384375,244.55721785525,53,317,2274.347243,1148,10,9246,7588020,970638,40245,107077,4065,541.75195,21373.149795514,141437,152446,223733,283588,621,292589,373567,10394,18557.0506,3068518,16,21.28,50.95,99.67,NA
2024-2025,Sep,17,MADHYA PRADESH,1707,TIKAMGARH,1548324,246.986795278196,39,91,479.9189162,2996,2,10859,1172264,169119,24371,87967,15281,469.41631,3844.67251196999,30046,42812,85186,151979,14,125343,216554,13855,2895.33728579999,428177,61,21.81,53.79,99.88,NA
2024-2025,Sep,17,MADHYA PRADESH,1712,SATNA,2268987,203.550093758428,36,295,699.0132707,3511,0,11525,1735524,291292,47139,325311,50666,751.31278,4982.98677994902,47853,68277,135313,248164,89,202094,372382,15036,3532.66072920002,718375,48,20.98,54.21,99.91,NA
2024-2025,Sep,17,MADHYA PRADESH,1722,DHAR,3082768,244.294902918713,32,860,3656.91978,5449,0,21146,2406952,218285,45461,1548701,303698,950.17514,10487.155971755,73189,112947,216323,447256,586,302731,625697,26595,5880.06105170002,955224,58,18.06,69.36,99.57,NA
2024-2025,Sep,17,MADHYA PRADESH,1724,KHARGONE,3302113,245.453439400316,36,545,2334.5176,3719,1,14664,2780130,188114,39585,1662230,179691,734.31548,9892.75778500201,76845,117674,181977,361673,1149,278891,554876,18383,6823.92470480001,1126743,60,21.26,69.83,99.71,NA
2024-2025,Sep,17,MADHYA PRADESH,1725,KHANDWA,1805018,243.844568183202,28,669,865.201947172999,4067,0,9568,1922563,165662,26778,647579,114211,503.0006,6056.267993,67398,119655,138806,341033,217,193397,457405,13635,4688.065445,880584,51,19.55,62.32,99.88,NA
2024-2025,Sep,17,MADHYA PRADESH,1740,UMARIA,1570607,224.547665908198,32,563,1299.15992,5271,1,10861,1338225,76320,12610,847145,87933,209.75803,4513.87095164198,40983,59466,90780,162572,233,113079,194397,16132,3004.95300209998,676668,77,14.15,47.73,99.7,NA
2024-2025,Sep,17,MADHYA PRADESH,1746,ANUPPUR,3284820,204.897902275506,32,1454,1683.274431,6200,0,7181,1946247,187280,24814,1174586,144284,377.52679,6048.62049679997,60103,87531,128173,259092,338,155313,307268,13381,3987.81927609997,975185,74,46.19,31.84,99.98,NA
2024-2025,Sep,17,MADHYA PRADESH,1752,NIWARI,802227,243.023911966884,38,109,870.6704381,1742,0,5014,588006,63337,7429,53187,7426,180.36989,2480.035512,15156,21522,36956,62677,7,45576,76813,6756,1428.995184,229325,65,34.08,57.31,99.87,NA
2024-2025,Sep,17,MADHYA PRADESH,1705,SHIVPURI,5072786,245.803279417665,40,403,2452.395387,8074,1,25306,3648352,509624,54721,778105,54123,769.10144,12189.26569,91168,122761,190297,328221,98,308334,570534,33380,8967.76886069998,1483307,72,14.36,44.06,99.84,NA
2024-2025,Sep,17,MADHYA PRADESH,1706,GUNA,1457017,249.415194015123,45,184,553.6540306,3213,1,13758,1777413,198511,30021,272666,50286,524.31741,5511.10952303501,39213,53573,117240,253336,125,203245,422573,16971,4433.13808240001,594909,69,23.24,68.23,99.94,NA
2024-2025,Sep,17,MADHYA PRADESH,1715,SIDHI,2741392,230.86303654549,35,207,1362.062441,5054,0,14186,2009988,261565,31267,632923,61425,486.04419,6488.42596240697,56184,78736,130130,209787,164,155922,244200,19240,4640.31933099997,920816,65,18.02,44.16,99.85,NA
2024-2025,Sep,17,MADHYA PRADESH,1718,UJJAIN,1518290,190.262230666386,36,268,440.704872,3581,0,5138,1049377,310980,53343,51209,10957,788.84885,3226.12181,29137,43346,71110,163519,63,147017,340757,8719,1996.568088,355390,33,27.48,54.68,99.64,NA
2024-2025,Sep,17,MADHYA PRADESH,1728,BHOPAL,935744,246.814910744719,44,106,919.379477937001,1206,2,4764,777489,97636,10624,21340,3265,278.20281,3116.54106933701,17519,22862,40883,66620,28,66751,109587,5970,1918.95878140001,282868,55,23.61,35.97,99.9,NA
2024-2025,Sep,17,MADHYA PRADESH,1731,BETUL,2475692,235.571478324749,26,1521,837.8896353,3818,0,11213,1660765,195944,55337,848404,204120,697.10975,5447.28804726502,62974,91793,163392,385243,179,212425,481213,15031,3912.28866200002,858523,52,19.45,68.73,99.92,NA
2024-2025,Sep,17,MADHYA PRADESH,1733,JABALPUR,1537005,226.203148786027,29,435,677.9501286,2382,4,9049,1157192,232170,39105,414825,65630,667.52435,3963.07922,39272,56274,98627,194015,45,146882,283951,11431,2617.604742,524881,43,25.93,59.41,99.99,NA
2024-2025,Sep,17,MADHYA PRADESH,1737,SEONI,4476259,209.120502739749,33,2411,2087.552298,3753,0,16496,3650517,422825,57707,1757778,215312,790.88537,10512.417170528,109035,176179,194905,464490,578,221336,522221,20249,7633.97950299999,2051974,62,45.88,37.92,99.67,NA
2024-2025,Sep,17,MADHYA PRADESH,1742,BARWANI,1815710,213.274393871645,25,398,763.7762614,6560,0,13425,1136096,104872,34387,871340,232912,515.25987,3702.037989,44134,73789,133976,308596,185,204201,453682,19985,2423.001858,483319,74,25.16,60.7,98.35,NA
2024-2025,Sep,17,MADHYA PRADESH,1750,SINGRAULI,2656592,239.739832109986,35,575,1365.331406,6242,0,11875,2004348,282284,34962,603121,67754,371.27625,6541.82818575287,55820,80881,120242,212174,162,164485,284231,18117,4805.22053009987,834403,71,23.04,64.79,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1712,SATNA,3280593,205.449942826396,41,351,1978.790824,5046,0,13492,2443960,430378,48268,460661,51619,1344.95401,8344.85925650798,58666,83616,138398,253407,249,205321,378176,18538,5021.11442269998,988954,54,19.62,45.25,99.93,NA
2024-2025,Jan,17,MADHYA PRADESH,1713,REWA,2993579,214.960152885258,35,201,2754.296673,8530,1,16210,1920002,337277,51934,286203,46826,1590.96914,8472.50504744001,54375,73117,154910,285122,197,249771,474364,24740,4127.239235,797046,54,23.4,30.51,100.85,NA
2024-2025,Jan,17,MADHYA PRADESH,1722,DHAR,4457190,236.778279150483,41,1310,9402.47426,10602,0,24600,4791953,433523,47056,3196807,313756,1647.17327,22395.9513815779,115157,181316,222582,462581,1980,306844,635815,35202,11346.3038510999,1860942,66,18.01,63.43,99.68,NA
2024-2025,Jan,17,MADHYA PRADESH,1726,RAJGARH,6000990,246.362032835549,39,863,6325.282446,14540,1,15521,3427931,438474,57586,85679,10703,1302.35426,16072.757201603,87128,138167,194003,370965,218,273899,508792,30061,8445.12049579998,1377956,72,37.3,42.58,99.85,NA
2024-2025,Jan,17,MADHYA PRADESH,1728,BHOPAL,1352936,244.407885943286,49,138,2354.026666,2055,0,5528,1103679,150987,11288,35922,3513,468.78941,5520.294587,22157,28968,42898,69862,78,68255,111652,7583,2697.478512,397916,61,22.15,30.59,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1729,SEHORE,1413344,242.957374467232,46,183,1189.658459,5349,0,10799,1272835,259979,29568,159965,19400,993.32034,5275.42529639999,27540,40930,63447,121256,149,131573,245332,16148,3092.44649729999,444822,60,31.44,30.78,99.9,NA
2024-2025,Jan,17,MADHYA PRADESH,1730,RAISEN,1542342,236.914160464539,42,208,1836.772048,5872,0,13658,1462267,245866,23472,240691,24816,990.18733,6291.276964,34664,49555,76584,133621,353,146539,233056,19530,3464.317587,501324,70,40.52,20.42,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1733,JABALPUR,2222263,227.430642352127,36,551,1599.137431,3704,0,13165,1790451,354817,40330,634983,67342,1120.35149,6791.52313117908,49386,72290,101884,200200,138,149065,288706,16869,4072.03421030008,809135,59,22.64,51.06,99.98,NA
2024-2025,Jan,17,MADHYA PRADESH,1736,CHHINDWARA,7613940,228.203374778175,41,3748,8477.058026,14241,1,22265,5948388,867322,90058,3295500,276462,1660.37075,23711.850936552,144254,218536,234135,548627,2327,282225,648612,36506,13574.42216,3167354,73,23.57,47.54,100.05,NA
2024-2025,Jan,17,MADHYA PRADESH,1750,SINGRAULI,3841009,237.533269733207,42,726,4217.306693,9015,0,9422,2867815,407433,35553,880597,69113,569.02394,11598.3453721574,66749,97008,122380,215873,486,167428,288654,18437,6812.01473939938,1169029,69,23.52,61.26,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1703,GWALIOR,1435879,241.867332579173,49,159,2210.425952,2957,0,9067,1195147,182590,15394,162347,8306,626.86126,5727.957381,24317,29380,50890,82098,84,105446,205564,12024,2890.670169,398738,47,31.56,33.19,99.71,NA
2024-2025,Jan,17,MADHYA PRADESH,1711,DAMOH,5751843,241.402550370905,52,463,10537.246059386,7334,0,13882,4596155,581725,41312,707953,38581,949.97101,22582.4524583859,87164,112743,156845,267403,3278,250165,413982,21216,11095.2353889999,1707299,59,26.06,61.19,100.02,NA
2024-2025,Jan,17,MADHYA PRADESH,1717,RATLAM,2713891,232.172395485231,41,318,3019.036168,4928,0,12204,1957044,430969,62896,624070,72216,1004.07266,8566.82476384999,46821,72704,109009,236205,602,186029,385104,17132,4543.71593549999,769703,74,33.45,45.79,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1723,INDORE,788473,238.385682967048,47,39,444.3182624,2148,0,5316,609495,89061,11774,117616,16689,713.39172,2610.65880080901,12874,16791,37000,72565,62,68586,131800,7464,1452.94881840001,214141,56,48.46,24.96,99.87,NA
2024-2025,Jan,17,MADHYA PRADESH,1734,NARSINGHPUR,1481708,226.242959783433,41,104,1378.49794,5796,1,10675,1359390,236095,28190,246992,30339,947.68749,5401.70960102701,32638,46956,85021,157850,153,143692,254553,16471,3075.52417100001,461350,64,30.23,30.14,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1735,MANDLA,8081157,218.231206451803,34,3469,5395.466196,15650,0,16853,5336558,323427,32826,3318453,268705,1095.67719,18137.1782922912,152854,236335,216563,461373,1598,241929,512489,32503,11646.0349064002,2979461,76,41.28,38.77,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1744,KATNI ,3970417,201.411893513203,35,539,2419.605554,5875,0,6323,2947727,465966,48214,930120,86193,867.00011,9223.67842990594,82384,118454,142995,303021,328,169481,360016,12198,5937.07276629994,1694215,51,14.9,59.18,99.99,NA
2024-2025,Jan,17,MADHYA PRADESH,1750,SINGRAULI,3841009,237.529159472946,43,726,4217.306693,9027,0,9423,2874042,408436,35558,882630,69117,569.02394,11613.0184382575,66823,97101,122390,215890,488,167468,288726,18450,6826.68780549946,1171460,69,23.47,61.33,99.96,NA
2024-2025,Jan,17,MADHYA PRADESH,1751,AGAR-MALWA,1688918,242.16713881399,45,277,2043.952772,3810,0,8143,1270225,281878,32950,34136,4243,498.07921,5618.099521,27711,41585,59599,126585,185,105401,212581,11953,3076.067539,490898,71,47.52,38.15,99.91,NA
2024-2025,Jan,17,MADHYA PRADESH,1706,GUNA,2106614,246.148444253963,49,234,3296.442171,5693,0,16235,2626097,304020,31373,481033,54639,914.73025,10675.269330805,52722,71194,122776,263570,413,205938,427566,21928,6464.09691010001,854336,76,22.57,62.91,99.92,NA
2024-2025,Jan,17,MADHYA PRADESH,1710,SAGAR,3183100,240.892168385681,40,241,3621.061932,12012,14,16996,2434922,309978,38986,282873,35493,1719.43713,11206.035466056,59544,80104,161323,275506,251,281696,484542,29008,5865.536404,738688,74,33.7,30.95,99.97,NA
2024-2025,Jan,17,MADHYA PRADESH,1714,SHAHDOL,3163465,213.987686748687,38,1664,3957.797358,9259,1,15648,2739979,352771,37653,1684011,137990,845.42008,10666.4351174538,70646,109475,128917,252931,868,156605,293255,24907,5863.2176794998,1397282,79,19.77,42.22,99.84,NA
2024-2025,Jan,17,MADHYA PRADESH,1718,UJJAIN,2195204,190.921759368759,43,367,1303.581149,4600,0,10718,1880612,605284,58350,108292,12217,1335.17852,6229.257187,42925,65125,75419,175451,237,149659,348262,15318,3590.497517,662101,57,24.13,41.47,99.88,NA
2024-2025,Jan,17,MADHYA PRADESH,1721,JHABUA,3455034,231.190683570427,36,1312,4629.800127,7740,0,15276,2864767,110165,16318,2565106,315317,808.91798,12061.792517132,79140,138996,163994,352929,506,210389,440782,23016,6623.07441,1283467,75,19.63,61.05,100.04,NA
2024-2025,Jan,17,MADHYA PRADESH,1725,KHANDWA,2609767,242.905159584764,35,772,3323.496148,6052,0,12702,2779902,244530,27133,959756,115622,937.68126,11013.7027972801,78305,139853,140389,345143,772,194878,461209,18754,6752.52538940006,1258044,63,19.46,56.99,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1730,RAISEN,1542342,237.070848958266,43,211,1843.389923,6188,0,13797,1554140,263229,23532,256131,24965,1014.01979,6541.822605,35521,50778,76884,134185,384,148128,235224,19985,3684.412892,530353,71,39.36,19.9,99.95,NA
2024-2025,Jan,17,MADHYA PRADESH,1746,ANUPPUR,4749326,198.068324530385,43,1919,3501.21419833699,8476,0,9022,3582512,330439,25240,2164610,146359,653.47354,11250.509232837,82016,125030,129879,262913,1835,156811,310368,17498,7095.82149449998,1800385,79,53.01,24.29,99.98,NA
2024-2025,Nov,17,MADHYA PRADESH,1705,SHIVPURI,6309031,244.529276166607,44,473,4944.938086,12489,0,22553,4569698,631553,55653,996849,57544,1035.20905,17154.3965785519,103439,139952,194096,334919,156,311066,575878,35042,11174.2494423999,1855020,73,14.75,43,99.86,NA
2024-2025,Nov,17,MADHYA PRADESH,1709,PANNA,2806396,233.466596338599,46,347,4902.295156,6031,0,9214,2472223,410116,46348,390321,38771,749.24223,11423.352277692,53011,81334,113881,236623,230,152965,313336,15245,5771.814892,971352,60,26.42,61.71,99.91,NA
2024-2025,Nov,17,MADHYA PRADESH,1720,DEWAS,2035763,240.876835449898,40,244,2038.630439,3605,0,8410,1420303,211259,37248,283996,44255,842.92837,6302.73972949397,34813,47828,99833,200329,374,162283,327354,12015,3421.18092019997,447647,58,33.24,41.68,99.66,NA
2024-2025,Nov,17,MADHYA PRADESH,1722,DHAR,3834043,239.679150332224,38,1146,9338.178547,9447,0,21843,3854789,345575,46473,2542231,310527,1317.51156,19894.815629714,100926,158177,220533,457528,1359,305028,631605,31290,9239.12552230002,1506783,62,19.1,64.74,99.69,NA
2024-2025,Nov,17,MADHYA PRADESH,1730,RAISEN,1326712,237.267216295363,38,192,1742.631195,5102,0,12451,1252209,203380,23018,205820,24202,805.24667,5518.959302,32272,46210,75245,131246,272,145187,229783,17553,2971.081437,435678,69,43.09,21.83,99.92,NA
2024-2025,Nov,17,MADHYA PRADESH,1733,JABALPUR,1911576,226.448084479771,32,511,1549.203408,3358,0,11274,1487220,298045,39817,526945,66672,899.21715,5816.20175957904,45157,65574,100588,197656,78,148079,286431,14632,3367.78120200004,670436,54,24.26,54.74,99.97,NA
2024-2025,Nov,17,MADHYA PRADESH,1734,NARSINGHPUR,1274555,224.430906570137,39,91,1245.400806,5207,1,8239,1134573,189567,27492,205991,29698,797.7028,4589.436076,28948,41753,83118,154356,92,142673,252137,13446,2546.33247,387596,57,31.9,34.11,99.95,NA
2024-2025,Nov,17,MADHYA PRADESH,1735,MANDLA,6951353,218.987069966758,27,2806,5142.146252,13461,0,15762,3621191,232218,32616,2210309,266470,895.22869,13967.315010651,129811,192525,215667,457963,707,240936,508827,29223,7929.94006879996,1984834,75,33.33,43.82,99.96,NA
2024-2025,Nov,17,MADHYA PRADESH,1745,DINDORI,8113773,212.058943209732,28,1374,8359.470073,9233,0,12334,4152877,133547,14361,2339404,185090,660.24455,17826.261701822,143862,206890,193302,356691,864,201365,368517,21567,8806.54707900003,2208908,66,17.29,62.93,99.97,NA
2024-2025,Nov,17,MADHYA PRADESH,1752,NIWARI,997733,245.83022074882,42,117,1554.661249,2519,0,3963,714296,77852,7638,62852,7499,246.90384,3557.52052291999,16851,24063,37351,63436,9,46166,77894,6482,1755.95543359999,278307,63,36.61,54.83,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1707,TIKAMGARH,2081129,244.833616025503,42,115,2410.045861,4783,1,10085,1454232,216260,25017,109992,15474,670.32433,6640.818982,34444,49237,86285,153936,60,126549,218683,14868,3560.448791,525513,63,22.96,48.96,99.91,NA
2024-2025,Dec,17,MADHYA PRADESH,1711,DAMOH,5347170,243.328951699234,50,415,10189.206177452,5660,0,12314,4088569,505546,40626,631443,38248,810.67614,20948.5544046518,80549,103738,155295,264576,2682,246947,409462,17974,9948.67208719985,1526371,54,25.49,62.81,99.96,NA
2024-2025,Dec,17,MADHYA PRADESH,1712,SATNA,3049785,204.921981933094,39,329,1930.632351,4748,0,12651,2156097,373255,47996,404079,51290,1153.66642,7502.61547570798,55076,78316,137531,251778,188,204159,375678,17399,4418.31670479998,878159,52,20.11,47.88,99.88,NA
